"","HOUR_IN_YEAR","HOUR_IN_DAY","DIFFUSED","DIRECT","GLOBAL"
"2226",703,6,0,0,0
"2592",704,7,0,0,0
"2958",705,8,0.614285714285714,0.0285714285714286,0.642857142857143
"3324",706,9,9.54285714285714,1.98571428571429,11.5285714285714
"3690",707,10,21.9857142857143,6.98571428571429,28.9714285714286
"4056",708,11,32.6142857142857,12.8,45.4142857142857
"4422",709,12,35.3857142857143,15.7571428571429,51.1428571428571
"4788",710,13,35.1142857142857,16.5571428571429,51.6714285714286
"5154",711,14,29,13.9285714285714,42.9285714285714
"5520",712,15,21.9,9.48571428571429,31.3857142857143
"5886",713,16,11.7857142857143,2.88571428571429,14.6714285714286
"6252",714,17,1.1,0.171428571428571,1.27142857142857
"6618",715,18,0,0,0
"6984",716,19,0,0,0
"7350",717,20,0,0,0
"7716",718,21,0,0,0
"8082",719,22,0,0,0
"8448",720,23,0,0,0
"31",721,0,0,0,0
"397",722,1,0,0,0
"763",723,2,0,0,0
"1129",724,3,0,0,0
"1495",725,4,0,0,0
"1861",726,5,0,0,0
"2227",727,6,0,0,0
"2593",728,7,0,0,0
"2959",729,8,0.628571428571429,0.128571428571429,0.757142857142857
"3325",730,9,10.2142857142857,2.71428571428571,12.9285714285714
"3691",731,10,23.5507246376812,11.9420289855072,35.4927536231884
"4057",732,11,34.6811594202899,20.304347826087,54.9855072463768
"4423",733,12,39.304347826087,24.4782608695652,63.7826086956522
"4789",734,13,38.8115942028985,25.6666666666667,64.4782608695652
"5155",735,14,35.2753623188406,18.2898550724638,53.5652173913044
"5521",736,15,26.304347826087,10.6376811594203,36.9420289855072
"5887",737,16,12.4782608695652,4.05797101449275,16.536231884058
"6253",738,17,1.48571428571429,0.257142857142857,1.74285714285714
"6619",739,18,0,0,0
"6985",740,19,0,0,0
"7351",741,20,0,0,0
"7717",742,21,0,0,0
"8083",743,22,0,0,0
"8449",744,23,0,0,0
"32",745,0,0,0,0
"398",746,1,0,0,0
"764",747,2,0,0,0
"1130",748,3,0,0,0
"1496",749,4,0,0,0
"1862",750,5,0,0,0
"2228",751,6,0,0,0
"2594",752,7,0,0,0
"2960",753,8,1,0.1,1.1
"3326",754,9,11.3571428571429,3.67142857142857,15.0285714285714
"3692",755,10,23.6811594202899,11.9710144927536,35.6521739130435
"4058",756,11,32.4142857142857,23.2,55.6142857142857
"4424",757,12,38.1285714285714,26.0714285714286,64.2
"4790",758,13,37.8285714285714,24.7857142857143,62.6142857142857
"5156",759,14,34.6714285714286,20.3857142857143,55.0571428571429
"5522",760,15,24.7,12.8571428571429,37.5571428571429
"5888",761,16,12.9571428571429,4.67142857142857,17.6285714285714
"6254",762,17,1.98571428571429,0.157142857142857,2.14285714285714
"6620",763,18,0,0,0
"6986",764,19,0,0,0
"7352",765,20,0,0,0
"7718",766,21,0,0,0
"8084",767,22,0,0,0
"8450",768,23,0,0,0
"33",769,0,0,0,0
"399",770,1,0,0,0
"765",771,2,0,0,0
"1131",772,3,0,0,0
"1497",773,4,0,0,0
"1863",774,5,0,0,0
"2229",775,6,0,0,0
"2595",776,7,0,0,0
"2961",777,8,1.02898550724638,0.130434782608696,1.15942028985507
"3327",778,9,11.3623188405797,3.26086956521739,14.6231884057971
"3693",779,10,24.6029411764706,11.6911764705882,36.2941176470588
"4059",780,11,33.6231884057971,20.8260869565217,54.4492753623188
"4425",781,12,36.768115942029,25.1304347826087,61.8985507246377
"4791",782,13,35.5072463768116,25.0144927536232,60.5217391304348
"5157",783,14,31.5217391304348,21.3913043478261,52.9130434782609
"5523",784,15,22.6666666666667,13.5507246376812,36.2173913043478
"5889",785,16,12.4057971014493,4.42028985507246,16.8260869565217
"6255",786,17,1.98550724637681,0.217391304347826,2.20289855072464
"6621",787,18,0,0,0
"6987",788,19,0,0,0
"7353",789,20,0,0,0
"7719",790,21,0,0,0
"8085",791,22,0,0,0
"8451",792,23,0,0,0
"34",793,0,0,0,0
"400",794,1,0,0,0
"766",795,2,0,0,0
"1132",796,3,0,0,0
"1498",797,4,0,0,0
"1864",798,5,0,0,0
"2230",799,6,0,0,0
"2596",800,7,0,0,0
"2962",801,8,0.942857142857143,0.171428571428571,1.11428571428571
"3328",802,9,11.2857142857143,3.21428571428571,14.5
"3694",803,10,24.9714285714286,10.0714285714286,35.0428571428571
"4060",804,11,35.8142857142857,13.3285714285714,49.1428571428571
"4426",805,12,40.7714285714286,19.5571428571429,60.3285714285714
"4792",806,13,40.6714285714286,20.7142857142857,61.3857142857143
"5158",807,14,35.1285714285714,14.9714285714286,50.1
"5524",808,15,25.7,9.77142857142857,35.4714285714286
"5890",809,16,13.7,4.77142857142857,18.4714285714286
"6256",810,17,2.22857142857143,0.4,2.62857142857143
"6622",811,18,0,0,0
"6988",812,19,0,0,0
"7354",813,20,0,0,0
"7720",814,21,0,0,0
"8086",815,22,0,0,0
"8452",816,23,0,0,0
"35",817,0,0,0,0
"401",818,1,0,0,0
"767",819,2,0,0,0
"1133",820,3,0,0,0
"1499",821,4,0,0,0
"1865",822,5,0,0,0
"2231",823,6,0,0,0
"2597",824,7,0,0,0
"2963",825,8,1.42857142857143,0.142857142857143,1.57142857142857
"3329",826,9,11.7714285714286,2.94285714285714,14.7142857142857
"3695",827,10,24.1428571428571,8.72857142857143,32.8714285714286
"4061",828,11,36.0857142857143,14.7142857142857,50.8
"4427",829,12,40.6142857142857,20.7857142857143,61.4
"4793",830,13,38.8714285714286,21.0142857142857,59.8857142857143
"5159",831,14,34.5,19.8,54.3
"5525",832,15,25.9285714285714,11.0428571428571,36.9714285714286
"5891",833,16,13.9571428571429,3.82857142857143,17.7857142857143
"6257",834,17,2.81428571428571,0.271428571428571,3.08571428571429
"6623",835,18,0,0,0
"6989",836,19,0,0,0
"7355",837,20,0,0,0
"7721",838,21,0,0,0
"8087",839,22,0,0,0
"8453",840,23,0,0,0
"36",841,0,0,0,0
"402",842,1,0,0,0
"768",843,2,0,0,0
"1134",844,3,0,0,0
"1500",845,4,0,0,0
"1866",846,5,0,0,0
"2232",847,6,0,0,0
"2598",848,7,0,0,0
"2964",849,8,1.71428571428571,0.185714285714286,1.9
"3330",850,9,12.3285714285714,3.38571428571429,15.7142857142857
"3696",851,10,25.7428571428571,9.42857142857143,35.1714285714286
"4062",852,11,35.4714285714286,15.7285714285714,51.2
"4428",853,12,43.5,19.4714285714286,62.9714285714286
"4794",854,13,42.8857142857143,20.3714285714286,63.2571428571429
"5160",855,14,37.9571428571429,17.5571428571429,55.5142857142857
"5526",856,15,25.8857142857143,12.6,38.4857142857143
"5892",857,16,14.9428571428571,5.25714285714286,20.2
"6258",858,17,2.95714285714286,0.428571428571429,3.38571428571429
"6624",859,18,0,0,0
"6990",860,19,0,0,0
"7356",861,20,0,0,0
"7722",862,21,0,0,0
"8088",863,22,0,0,0
"8454",864,23,0,0,0
"37",865,0,0,0,0
"403",866,1,0,0,0
"769",867,2,0,0,0
"1135",868,3,0,0,0
"1501",869,4,0,0,0
"1867",870,5,0,0,0
"2233",871,6,0,0,0
"2599",872,7,0,0,0
"2965",873,8,1.81428571428571,0.214285714285714,2.02857142857143
"3331",874,9,12.9285714285714,2.91428571428571,15.8428571428571
"3697",875,10,25.2,8.47142857142857,33.6714285714286
"4063",876,11,34.9855072463768,15.6376811594203,50.6231884057971
"4429",877,12,42.0285714285714,19.8714285714286,61.9
"4795",878,13,41.8,16.0285714285714,57.8285714285714
"5161",879,14,36.8405797101449,14.231884057971,51.0724637681159
"5527",880,15,26.7571428571429,10.3714285714286,37.1285714285714
"5893",881,16,14.0428571428571,4.47142857142857,18.5142857142857
"6259",882,17,3,0.442857142857143,3.44285714285714
"6625",883,18,0,0,0
"6991",884,19,0,0,0
"7357",885,20,0,0,0
"7723",886,21,0,0,0
"8089",887,22,0,0,0
"8455",888,23,0,0,0
"38",889,0,0,0,0
"404",890,1,0,0,0
"770",891,2,0,0,0
"1136",892,3,0,0,0
"1502",893,4,0,0,0
"1868",894,5,0,0,0
"2234",895,6,0,0,0
"2600",896,7,0,0,0
"2966",897,8,1.84285714285714,0.185714285714286,2.02857142857143
"3332",898,9,12.5142857142857,4.51428571428571,17.0285714285714
"3698",899,10,27.0144927536232,12.2173913043478,39.231884057971
"4064",900,11,37.4285714285714,22.5142857142857,59.9428571428571
"4430",901,12,40.4714285714286,25.9,66.3714285714286
"4796",902,13,43.9,25.8428571428571,69.7428571428571
"5162",903,14,40.5428571428571,17.9428571428571,58.4857142857143
"5528",904,15,30.1,11.4857142857143,41.5857142857143
"5894",905,16,16.3428571428571,4.48571428571429,20.8285714285714
"6260",906,17,4,0.414285714285714,4.41428571428571
"6626",907,18,0,0,0
"6992",908,19,0,0,0
"7358",909,20,0,0,0
"7724",910,21,0,0,0
"8090",911,22,0,0,0
"8456",912,23,0,0,0
"39",913,0,0,0,0
"405",914,1,0,0,0
"771",915,2,0,0,0
"1137",916,3,0,0,0
"1503",917,4,0,0,0
"1869",918,5,0,0,0
"2235",919,6,0,0,0
"2601",920,7,0,0,0
"2967",921,8,1.87142857142857,0.257142857142857,2.12857142857143
"3333",922,9,12.4285714285714,4.04285714285714,16.4714285714286
"3699",923,10,25.2142857142857,13.1428571428571,38.3571428571429
"4065",924,11,37.2714285714286,22.8428571428571,60.1142857142857
"4431",925,12,41.6571428571429,25.6571428571429,67.3142857142857
"4797",926,13,43.8142857142857,23.5285714285714,67.3428571428571
"5163",927,14,36.7246376811594,19.1014492753623,55.8260869565217
"5529",928,15,30.9857142857143,12.6142857142857,43.6
"5895",929,16,15.6571428571429,4.82857142857143,20.4857142857143
"6261",930,17,3.68571428571429,0.457142857142857,4.14285714285714
"6627",931,18,0,0,0
"6993",932,19,0,0,0
"7359",933,20,0,0,0
"7725",934,21,0,0,0
"8091",935,22,0,0,0
"8457",936,23,0,0,0
"40",937,0,0,0,0
"406",938,1,0,0,0
"772",939,2,0,0,0
"1138",940,3,0,0,0
"1504",941,4,0,0,0
"1870",942,5,0,0,0
"2236",943,6,0,0,0
"2602",944,7,0,0,0
"2968",945,8,2.81428571428571,0.314285714285714,3.12857142857143
"3334",946,9,16.1142857142857,4.38571428571429,20.5
"3700",947,10,30.6142857142857,12.8142857142857,43.4285714285714
"4066",948,11,40.0571428571429,21.3571428571429,61.4142857142857
"4432",949,12,44.8,26.1857142857143,70.9857142857143
"4798",950,13,45.8,25.7714285714286,71.5714285714286
"5164",951,14,38.8142857142857,22.8857142857143,61.7
"5530",952,15,28.8285714285714,13.7,42.5285714285714
"5896",953,16,16.1,6.3,22.4
"6262",954,17,4.25714285714286,0.571428571428571,4.82857142857143
"6628",955,18,0,0,0
"6994",956,19,0,0,0
"7360",957,20,0,0,0
"7726",958,21,0,0,0
"8092",959,22,0,0,0
"8458",960,23,0,0,0
"41",961,0,0,0,0
"407",962,1,0,0,0
"773",963,2,0,0,0
"1139",964,3,0,0,0
"1505",965,4,0,0,0
"1871",966,5,0,0,0
"2237",967,6,0,0,0
"2603",968,7,0,0,0
"2969",969,8,2.38571428571429,0.228571428571429,2.61428571428571
"3335",970,9,13.7,3.65714285714286,17.3571428571429
"3701",971,10,27.0428571428571,9.02857142857143,36.0714285714286
"4067",972,11,37.7,15.8857142857143,53.5857142857143
"4433",973,12,43.7571428571429,21.8142857142857,65.5714285714286
"4799",974,13,43.9142857142857,21.2857142857143,65.2
"5165",975,14,39.4857142857143,16.7285714285714,56.2142857142857
"5531",976,15,28.5428571428571,10.2142857142857,38.7571428571429
"5897",977,16,16.3,3.77142857142857,20.0714285714286
"6263",978,17,3.95714285714286,0.242857142857143,4.2
"6629",979,18,0,0,0
"6995",980,19,0,0,0
"7361",981,20,0,0,0
"7727",982,21,0,0,0
"8093",983,22,0,0,0
"8459",984,23,0,0,0
"42",985,0,0,0,0
"408",986,1,0,0,0
"774",987,2,0,0,0
"1140",988,3,0,0,0
"1506",989,4,0,0,0
"1872",990,5,0,0,0
"2238",991,6,0,0,0
"2604",992,7,0,0,0
"2970",993,8,2.38571428571429,0.157142857142857,2.54285714285714
"3336",994,9,14.7857142857143,3.05714285714286,17.8428571428571
"3702",995,10,29.0857142857143,10.7142857142857,39.8
"4068",996,11,39.2714285714286,18.8,58.0714285714286
"4434",997,12,45.3714285714286,23.5428571428571,68.9142857142857
"4800",998,13,48.6714285714286,20.5,69.1714285714286
"5166",999,14,42.9714285714286,18.3857142857143,61.3571428571429
"5532",1000,15,32.5285714285714,16.5142857142857,49.0428571428571
"5898",1001,16,17.9571428571429,6.5,24.4571428571429
"6264",1002,17,5.07142857142857,0.771428571428571,5.84285714285714
"6630",1003,18,0,0,0
"6996",1004,19,0,0,0
"7362",1005,20,0,0,0
"7728",1006,21,0,0,0
"8094",1007,22,0,0,0
"8460",1008,23,0,0,0
"43",1009,0,0,0,0
"409",1010,1,0,0,0
"775",1011,2,0,0,0
"1141",1012,3,0,0,0
"1507",1013,4,0,0,0
"1873",1014,5,0,0,0
"2239",1015,6,0,0,0
"2605",1016,7,0,0,0
"2971",1017,8,3.38571428571429,0.3,3.68571428571429
"3337",1018,9,15.6428571428571,4.77142857142857,20.4142857142857
"3703",1019,10,28.8142857142857,12.8285714285714,41.6428571428571
"4069",1020,11,39.0857142857143,18.8142857142857,57.9
"4435",1021,12,46.4857142857143,19.5,65.9857142857143
"4801",1022,13,46.6,17.9428571428571,64.5428571428571
"5167",1023,14,42.1142857142857,15.5,57.6142857142857
"5533",1024,15,33,11.8,44.8
"5899",1025,16,17.5,4.68571428571429,22.1857142857143
"6265",1026,17,4.71428571428571,0.585714285714286,5.3
"6631",1027,18,0,0,0
"6997",1028,19,0,0,0
"7363",1029,20,0,0,0
"7729",1030,21,0,0,0
"8095",1031,22,0,0,0
"8461",1032,23,0,0,0
"44",1033,0,0,0,0
"410",1034,1,0,0,0
"776",1035,2,0,0,0
"1142",1036,3,0,0,0
"1508",1037,4,0,0,0
"1874",1038,5,0,0,0
"2240",1039,6,0,0,0
"2606",1040,7,0,0,0
"2972",1041,8,3.21428571428571,0.285714285714286,3.5
"3338",1042,9,15.3142857142857,3.88571428571429,19.2
"3704",1043,10,28.7,11.0428571428571,39.7428571428571
"4070",1044,11,37.6428571428571,19.8857142857143,57.5285714285714
"4436",1045,12,43.7571428571429,24.2428571428571,68
"4802",1046,13,42.1428571428571,28.0428571428571,70.1857142857143
"5168",1047,14,35.6285714285714,22.9571428571429,58.5857142857143
"5534",1048,15,28.5285714285714,17.4857142857143,46.0142857142857
"5900",1049,16,17.0428571428571,8.64285714285714,25.6857142857143
"6266",1050,17,5.27142857142857,1.45714285714286,6.72857142857143
"6632",1051,18,0,0,0
"6998",1052,19,0,0,0
"7364",1053,20,0,0,0
"7730",1054,21,0,0,0
"8096",1055,22,0,0,0
"8462",1056,23,0,0,0
"45",1057,0,0,0,0
"411",1058,1,0,0,0
"777",1059,2,0,0,0
"1143",1060,3,0,0,0
"1509",1061,4,0,0,0
"1875",1062,5,0,0,0
"2241",1063,6,0,0,0
"2607",1064,7,0,0,0
"2973",1065,8,3.67142857142857,0.485714285714286,4.15714285714286
"3339",1066,9,17.6571428571429,5.7,23.3571428571429
"3705",1067,10,32.1,16.5857142857143,48.6857142857143
"4071",1068,11,40.5285714285714,23.1428571428571,63.6714285714286
"4437",1069,12,47.1285714285714,23.6,70.7285714285714
"4803",1070,13,47.7714285714286,25.1285714285714,72.9
"5169",1071,14,43.1714285714286,22.1857142857143,65.3571428571429
"5535",1072,15,33.2714285714286,15.6142857142857,48.8857142857143
"5901",1073,16,19.5428571428571,7.42857142857143,26.9714285714286
"6267",1074,17,5.84285714285714,1.02857142857143,6.87142857142857
"6633",1075,18,0,0,0
"6999",1076,19,0,0,0
"7365",1077,20,0,0,0
"7731",1078,21,0,0,0
"8097",1079,22,0,0,0
"8463",1080,23,0,0,0
"46",1081,0,0,0,0
"412",1082,1,0,0,0
"778",1083,2,0,0,0
"1144",1084,3,0,0,0
"1510",1085,4,0,0,0
"1876",1086,5,0,0,0
"2242",1087,6,0,0,0
"2608",1088,7,0,0,0
"2974",1089,8,3.88571428571429,0.714285714285714,4.6
"3340",1090,9,16.1142857142857,6.47142857142857,22.5857142857143
"3706",1091,10,28.8142857142857,16.3142857142857,45.1285714285714
"4072",1092,11,37.9142857142857,27.6285714285714,65.5428571428571
"4438",1093,12,43.2285714285714,33.3142857142857,76.5428571428571
"4804",1094,13,42.4857142857143,32.1857142857143,74.6714285714286
"5170",1095,14,38,23.8285714285714,61.8285714285714
"5536",1096,15,29.1142857142857,17.5428571428571,46.6571428571429
"5902",1097,16,17.3857142857143,8.18571428571429,25.5714285714286
"6268",1098,17,5.78571428571429,1.41428571428571,7.2
"6634",1099,18,0,0,0
"7000",1100,19,0,0,0
"7366",1101,20,0,0,0
"7732",1102,21,0,0,0
"8098",1103,22,0,0,0
"8464",1104,23,0,0,0
"47",1105,0,0,0,0
"413",1106,1,0,0,0
"779",1107,2,0,0,0
"1145",1108,3,0,0,0
"1511",1109,4,0,0,0
"1877",1110,5,0,0,0
"2243",1111,6,0,0,0
"2609",1112,7,0,0,0
"2975",1113,8,4.11428571428571,0.8,4.91428571428571
"3341",1114,9,15.8571428571429,6.47142857142857,22.3285714285714
"3707",1115,10,27.9,13.8285714285714,41.7285714285714
"4073",1116,11,38,21.1428571428571,59.1428571428571
"4439",1117,12,45.5714285714286,24.4428571428571,70.0142857142857
"4805",1118,13,47.4714285714286,21.5142857142857,68.9857142857143
"5171",1119,14,41.9,19,60.9
"5537",1120,15,32.0428571428571,15.2571428571429,47.3
"5903",1121,16,19.9714285714286,8.7,28.6714285714286
"6269",1122,17,6.92857142857143,1.44285714285714,8.37142857142857
"6635",1123,18,0,0,0
"7001",1124,19,0,0,0
"7367",1125,20,0,0,0
"7733",1126,21,0,0,0
"8099",1127,22,0,0,0
"8465",1128,23,0,0,0
"48",1129,0,0,0,0
"414",1130,1,0,0,0
"780",1131,2,0,0,0
"1146",1132,3,0,0,0
"1512",1133,4,0,0,0
"1878",1134,5,0,0,0
"2244",1135,6,0,0,0
"2610",1136,7,0,0,0
"2976",1137,8,4.98571428571429,1.31428571428571,6.3
"3342",1138,9,18.3142857142857,9.11428571428571,27.4285714285714
"3708",1139,10,32.6428571428571,19.7285714285714,52.3714285714286
"4074",1140,11,43.7714285714286,32.4285714285714,76.2
"4440",1141,12,49.5571428571429,37.4428571428571,87
"4806",1142,13,50.8,36.9142857142857,87.7142857142857
"5172",1143,14,47.2857142857143,30.1,77.3857142857143
"5538",1144,15,34.4571428571429,22.5571428571429,57.0142857142857
"5904",1145,16,22.0857142857143,11.4857142857143,33.5714285714286
"6270",1146,17,7.75714285714286,2.05714285714286,9.81428571428571
"6636",1147,18,0,0,0
"7002",1148,19,0,0,0
"7368",1149,20,0,0,0
"7734",1150,21,0,0,0
"8100",1151,22,0,0,0
"8466",1152,23,0,0,0
"49",1153,0,0,0,0
"415",1154,1,0,0,0
"781",1155,2,0,0,0
"1147",1156,3,0,0,0
"1513",1157,4,0,0,0
"1879",1158,5,0,0,0
"2245",1159,6,0,0,0
"2611",1160,7,0,0,0
"2977",1161,8,5.5,0.871428571428571,6.37142857142857
"3343",1162,9,19.8857142857143,7.32857142857143,27.2142857142857
"3709",1163,10,33.4142857142857,17.5571428571429,50.9714285714286
"4075",1164,11,45.2857142857143,27.9571428571429,73.2428571428571
"4441",1165,12,50.2571428571429,29.8,80.0571428571429
"4807",1166,13,50.6285714285714,26.8428571428571,77.4714285714286
"5173",1167,14,47,22.1571428571429,69.1571428571429
"5539",1168,15,35.6,17.7285714285714,53.3285714285714
"5905",1169,16,21.8571428571429,7.68571428571429,29.5428571428571
"6271",1170,17,7.61428571428571,1.22857142857143,8.84285714285714
"6637",1171,18,0,0,0
"7003",1172,19,0,0,0
"7369",1173,20,0,0,0
"7735",1174,21,0,0,0
"8101",1175,22,0,0,0
"8467",1176,23,0,0,0
"50",1177,0,0,0,0
"416",1178,1,0,0,0
"782",1179,2,0,0,0
"1148",1180,3,0,0,0
"1514",1181,4,0,0,0
"1880",1182,5,0,0,0
"2246",1183,6,0,0,0
"2612",1184,7,0,0,0
"2978",1185,8,5.14285714285714,0.557142857142857,5.7
"3344",1186,9,18.2285714285714,3.85714285714286,22.0857142857143
"3710",1187,10,33.0857142857143,8.62857142857143,41.7142857142857
"4076",1188,11,42.3714285714286,15.0428571428571,57.4142857142857
"4442",1189,12,48.2142857142857,22.4142857142857,70.6285714285714
"4808",1190,13,50.4571428571429,20.1,70.5571428571429
"5174",1191,14,42.5,20.1571428571429,62.6571428571429
"5540",1192,15,32.9857142857143,13.3,46.2857142857143
"5906",1193,16,21.2142857142857,7.34285714285714,28.5571428571429
"6272",1194,17,7.28571428571429,1.3,8.58571428571429
"6638",1195,18,0,0,0
"7004",1196,19,0,0,0
"7370",1197,20,0,0,0
"7736",1198,21,0,0,0
"8102",1199,22,0,0,0
"8468",1200,23,0,0,0
"51",1201,0,0,0,0
"417",1202,1,0,0,0
"783",1203,2,0,0,0
"1149",1204,3,0,0,0
"1515",1205,4,0,0,0
"1881",1206,5,0,0,0
"2247",1207,6,0,0,0
"2613",1208,7,0.0563380281690141,0,0.0563380281690141
"2979",1209,8,5.85507246376812,1.28985507246377,7.14492753623188
"3345",1210,9,20.1594202898551,7.8695652173913,28.0289855072464
"3711",1211,10,36.7971014492754,17.2898550724638,54.0869565217391
"4077",1212,11,46.9420289855072,29.0289855072464,75.9710144927536
"4443",1213,12,53.0724637681159,34.8260869565217,87.8985507246377
"4809",1214,13,52.9420289855072,38.0434782608696,90.9855072463768
"5175",1215,14,49.9565217391304,33.7246376811594,83.6811594202899
"5541",1216,15,40.231884057971,21.5217391304348,61.7536231884058
"5907",1217,16,24.7536231884058,10,34.7536231884058
"6273",1218,17,9.56521739130435,2.14492753623188,11.7101449275362
"6639",1219,18,0.0140845070422535,0,0.0140845070422535
"7005",1220,19,0,0,0
"7371",1221,20,0,0,0
"7737",1222,21,0,0,0
"8103",1223,22,0,0,0
"8469",1224,23,0,0,0
"52",1225,0,0,0,0
"418",1226,1,0,0,0
"784",1227,2,0,0,0
"1150",1228,3,0,0,0
"1516",1229,4,0,0,0
"1882",1230,5,0,0,0
"2248",1231,6,0,0,0
"2614",1232,7,0.0140845070422535,0.028169014084507,0.0422535211267606
"2980",1233,8,7.11594202898551,1.23188405797101,8.34782608695652
"3346",1234,9,23.4202898550725,10.1739130434783,33.5942028985507
"3712",1235,10,37.1594202898551,23.8695652173913,61.0289855072464
"4078",1236,11,47.2857142857143,35.5285714285714,82.8142857142857
"4444",1237,12,51.7571428571429,39.4285714285714,91.1857142857143
"4810",1238,13,51.1857142857143,41.6571428571429,92.8428571428571
"5176",1239,14,46.3571428571429,33.2285714285714,79.5857142857143
"5542",1240,15,35.6142857142857,22.5285714285714,58.1428571428571
"5908",1241,16,23.2571428571429,11.4714285714286,34.7285714285714
"6274",1242,17,9.18571428571429,2.82857142857143,12.0142857142857
"6640",1243,18,0,0.028169014084507,0.028169014084507
"7006",1244,19,0,0,0
"7372",1245,20,0,0,0
"7738",1246,21,0,0,0
"8104",1247,22,0,0,0
"8470",1248,23,0,0,0
"53",1249,0,0,0,0
"419",1250,1,0,0,0
"785",1251,2,0,0,0
"1151",1252,3,0,0,0
"1517",1253,4,0,0,0
"1883",1254,5,0,0,0
"2249",1255,6,0,0,0
"2615",1256,7,0.0422535211267606,0.028169014084507,0.0704225352112676
"2981",1257,8,7.97142857142857,1.71428571428571,9.68571428571429
"3347",1258,9,23.6428571428571,10.4142857142857,34.0571428571429
"3713",1259,10,38.1285714285714,22.3428571428571,60.4714285714286
"4079",1260,11,46.3285714285714,32.2571428571429,78.5857142857143
"4445",1261,12,50.3142857142857,41.6285714285714,91.9428571428571
"4811",1262,13,48.9571428571429,43.0285714285714,91.9857142857143
"5177",1263,14,45.7142857142857,35.9,81.6142857142857
"5543",1264,15,37.9857142857143,26.7142857142857,64.7
"5909",1265,16,24.7,15.5142857142857,40.2142857142857
"6275",1266,17,10.3714285714286,3.51428571428571,13.8857142857143
"6641",1267,18,0.028169014084507,0.028169014084507,0.0563380281690141
"7007",1268,19,0,0,0
"7373",1269,20,0,0,0
"7739",1270,21,0,0,0
"8105",1271,22,0,0,0
"8471",1272,23,0,0,0
"54",1273,0,0,0,0
